ID,Sikayet URL'leri
1,https://www.sikayetvar.com/akmina-maden-suyu/akmina-maden-suyu-akmina-meyveli-maden-suyu
2,https://www.sikayetvar.com/tedas/tedas-elektrik-surekli-kesilmesi-1
3,https://www.sikayetvar.com/makromusic/makromusic-para-iadesi-gerceklestirilmedi
4,https://www.sikayetvar.com/zlot/zlot-para-yatirma-sorunu-ve-hile-suphesi
5,https://www.sikayetvar.com/migros-yemek/migros-yemek-yanlis-ve-eksik-siparisin-ucret-iadesini-yapmiyor
6,https://www.sikayetvar.com/millenicom/millenicom-internet-baglanti-sorunu-249
7,https://www.sikayetvar.com/solgar/solgar-vm-2000-kararma-ve-kuf
8,https://www.sikayetvar.com/no2bet/no2bet-cekim-islemlerinde-yasanan-gecikmeler-ve-sorunlar
9,https://www.sikayetvar.com/karaca-zuccaciye/karaca-zuccaciye-karaca-firmasinda-odeme-sorunu-ve-para-iadesi-talebi
10,https://www.sikayetvar.com/innvista-hotel-belek/innvista-hotel-belek-innvista-hotels-belek-pismanligi
11,https://www.sikayetvar.com/akbank/akbank-atmden-yatirdigim-para-hesabima-gecmedi-5
12,https://www.sikayetvar.com/apple/apple-airpods-hisirti-statik-gurultu-sorunu
13,https://www.sikayetvar.com/takasbank/takasbank-bes-parami-alamiyorum
14,https://www.sikayetvar.com/tiktok/tiktok-e-posta-ve-google-hesabi-sifirlama
15,https://www.sikayetvar.com/karaca-zuccaciye/karaca-zuccaciye-ilgisiz-musteri-hizmetleri-4
16,https://www.sikayetvar.com/vodafone/vodafone-avukat-vekaletnamesini-kabul-etmiyor
17,https://www.sikayetvar.com/cekmekoy-tip-merkezi/cekmekoy-tip-merkezi-zor-gecen-bir-sunnet
18,https://www.sikayetvar.com/google-play/google-play-step-up-sikayet
19,https://www.sikayetvar.com/osym/osym-kpss-on-lisans-ortaogretim
20,https://www.sikayetvar.com/lucky-walker/lucky-walker-oyun-sikayet-i
21,https://www.sikayetvar.com/lucky-walker/lucky-walker-oyun-sikayet-i
22,https://www.sikayetvar.com/vodafone/vodafone-yuksek-fatura-problemi-7
23,https://www.sikayetvar.com/vodafone/vodafone-pay-kendi-kendine-mobil-islem-limiti-dusmesi
24,https://www.sikayetvar.com/vakifbank/vakifbank-kazandiran-tarifenin-iptal-edilmesi-2
25,https://www.sikayetvar.com/playstudyo/playstudyo-uyelik-iptali-ve-ucret-iadesi-yapilmiyor
26,https://www.sikayetvar.com/vakifbank/vakifbank-kazandiran-tarife-ucret-tahsilati-iadesi-10
27,https://www.sikayetvar.com/ajet-anadolu-jet/ajet-anadolu-jet-cok-kotu-hizmet-aldik
28,https://www.sikayetvar.com/rks-motor/rks-motor-rks-249-anahtar
29,https://www.sikayetvar.com/remini/remini-para-iadesi-yapilmasini-talep-ediyorum
30,https://www.sikayetvar.com/btk-bilgi-teknolojileri-ve-iletisim-kurumu/btk-bilgi-teknolojileri-ve-iletisim-kurumu-35-dakikadir-musteri-hizmetlerine-ulasamadik
31,https://www.sikayetvar.com/pegasus/pegasus-bagajim-kayboldu-ertesi-gun-geldi
32,https://www.sikayetvar.com/garena-free-fire/garena-free-fire-oyunda-siginmaci-istemiyorum
33,https://www.sikayetvar.com/vodafone-net/vodafone-ev-interneti-cozulemeyen-sorun
34,https://www.sikayetvar.com/bogazici-bilgisayar/bogazici-bilgisayar-a101-bozuk-urun-satisi
35,https://www.sikayetvar.com/tiktok/tiktok-canli-yayin-para-cekme
36,https://www.sikayetvar.com/vodafone/vodafone-fatura-sorunu-ve-musteri-hizmetleri-erisimsizligi
37,https://www.sikayetvar.com/iskur/iskur-adi-altinda-yapilan-bu-basvuru-guvenilebilir-bir-ilan-mi
38,https://www.sikayetvar.com/tiktak-kirala/tiktak-uygulamasinin-geri-donus-eksikligi-ve-surus-puani-problemi
39,https://www.sikayetvar.com/sgk/sgk-yetim-aylik-baglanmamasi
40,https://www.sikayetvar.com/turk-telekom/turk-telekom-mobil-taahhut-sorunu-6
41,https://www.sikayetvar.com/milli-egitim-bakanligi-meb/milli-egitim-bakanligi-meb-9-siniflara-af-ya-da-telafi-sinavi
42,https://www.sikayetvar.com/hyperx/hyperx-cloud-2-mikrofon-bozulmasi
43,https://www.sikayetvar.com/monster-notebook/monster-a5-v193-performans-sorunlari-ve-fps-dusuklugu
44,https://www.sikayetvar.com/icgiyimozelcom/icgiyimozelcom-urunlerimin-durumu-hakkinda-destek
45,https://www.sikayetvar.com/butik-poncik/butik-poncik-urun-teslimatinda-yasanan-gecikme-ve-magduriyet
46,https://www.sikayetvar.com/metro-turizm/metro-turizm-seyahat-degil-eziyet-seyahat
47,https://www.sikayetvar.com/milli-egitim-bakanligi-meb/milli-egitim-bakanligi-meb-okul-muduru-sorunu-1
48,https://www.sikayetvar.com/yapi-kredi-bankasi/yapi-kredi-bankasi-kart-kopyalama-islemi
49,https://www.sikayetvar.com/vodafone-net/vodafone-net-musteri-hizmetleri-gece-uyuyor
50,https://www.sikayetvar.com/biogaia/biogaia-bebek-ilacinin-yan-etkileri-aglayan-bebek
51,https://www.sikayetvar.com/surat-kargo/surat-kargo-ilgisizligi-ve-donus-saglanmamasi
52,https://www.sikayetvar.com/evde-paketleme-turkiye/evde-paketleme-turkiye-sabun-paketleme-icin
53,https://www.sikayetvar.com/metro-turizm/metro-turizmin-vadettigi-hicbir-urunu-yolcuya-sunmamasi
54,https://www.sikayetvar.com/enuyguncom/enuyguncom-ucret-iadesi-istiyorum-4
55,https://www.sikayetvar.com/gdz-elektrik-dagitim/gediz-elektrik-fatura-odeme-sitesi-artik-bezdirdi
56,https://www.sikayetvar.com/suha-turizm/suha-firmasi-otobus-isletmesi
57,https://www.sikayetvar.com/alem-bahis/alembahis-te-125000-tl-bakiyem-kaldi-sildiler
58,https://www.sikayetvar.com/tiktak-kirala/tiktak-kirala-yetkisiz-kart-kullanimi-ve-yetersiz-musteri-hizmetleri
59,https://www.sikayetvar.com/kofteci-yusuf/kofteci-yusuf-eleman-ve-isletme-kusuru
60,https://www.sikayetvar.com/herabet/herabet-odeme-yapmiyor-her-yatirim-kayip-bonus
61,https://www.sikayetvar.com/efizyo-manuel-terapi/efizyo-manuel-terapi-estetik-merkezi-ucretlendirme-sikayeti
62,https://www.sikayetvar.com/vodafone-net/vodafone-net-surekli-kesilen-internet-ve-yetersiz-musteri-hizmeti
63,https://www.sikayetvar.com/thy/havaalaninda-thy-calisanlari-biletimi-gecmis-tarihe-kesmisler
64,https://www.sikayetvar.com/google-play/google-play-yetkisiz-kart-cekimi-ve-iade-talebi
65,https://www.sikayetvar.com/thy/turk-hava-yollari-334
66,https://www.sikayetvar.com/getir/getir-cozum-merkezi-aramiyor
67,https://www.sikayetvar.com/garanti-bbva/garanti-bbva-garanti-para-sikistirmasi
68,https://www.sikayetvar.com/betvole/betvole-hesap-kapatma-sorunu-1
69,https://www.sikayetvar.com/butik-merve-aksoy/butik-merve-aksoy-iade-islemi-sorunu
70,https://www.sikayetvar.com/konya-buyuksehir-belediyesi/konya-buyuksehir-belediyesi-kartima-yaptigim-yukleme-bakiyeme-yansimadi
71,https://www.sikayetvar.com/turk-telekom/turk-telekom-yuksek-faturaya-itiraz-3
72,https://www.sikayetvar.com/turknet/turknet-youtubecom-girmeme-sorunu
73,https://www.sikayetvar.com/sendeo/sendeo-kargo-ve-trendyoldan-sikayetcigim
74,https://www.sikayetvar.com/kitup/kitup-iptal-ve-para-iadesini-talep-ediyorum
75,https://www.sikayetvar.com/luks-erova-turizm/luks-erova-turizm-emirdag-izmir-otobus-yolculugunda-yasanan-sorun
76,https://www.sikayetvar.com/faladdin/faladdin-para-iadesi-istiyorum
77,https://www.sikayetvar.com/abb-ankara-buyuksehir-belediyesi/abb-ankara-buyuksehir-belediyesi-fatura-soku-kullanmadigimiz-halde-2-kati-su-ucreti
78,https://www.sikayetvar.com/luks-eregli/luks-eregli-bagaj-parasi-istedi-hem-de-bir-kisi-parasi
79,https://www.sikayetvar.com/brandys/brandys-adli-siteden-urun-aldigima-pismanim
80,https://www.sikayetvar.com/google-pay/google-pay-izinsiz-ucret-alimi
81,https://www.sikayetvar.com/betpublic/betpublic-bahis-sitesi-param-yatmadi-hesabim-18000-bin-gorundu-halde
82,https://www.sikayetvar.com/pttavm/pttavm-ptt-kargo-hizmetlerinin-cok-uzun-surmesi
83,https://www.sikayetvar.com/metro-turizm/metro-turizm-ucretim-iade-edilmedi
84,https://www.sikayetvar.com/ocasso-mobilya/ocasso-istanbula-musteri-olmanin-cezasi
85,https://www.sikayetvar.com/enuyguncom/enuygun-alanyalilar-turizm-ucret-iadesi-yapilmadi
86,https://www.sikayetvar.com/101-okey-yalla/101-okey-yalla-101-okey-yolla-herhalde-kaybediyorum
87,https://www.sikayetvar.com/bershka/bershka-teslim-edildi-hatasi
88,https://www.sikayetvar.com/istanbul-universitesi/istanbul-universitesi-auzefte-yaz-okulunun-bulunmamasi
89,https://www.sikayetvar.com/mng-kargo/mng-kargo-20000-tl-paramizi-vermiyor
90,https://www.sikayetvar.com/telegram/telegram-imdb-gorev-yap-para-kazan-vaadiyle-insanlari-magdur-etmek
91,https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-dogru-iban-harf-hatasi-gitmeyen-transfer
92,https://www.sikayetvar.com/kompanion/kompanion-abonelik-iptaline-ragmen-surekli-ucret-kesmeye-calisiyor
93,https://www.sikayetvar.com/vodafone/rizam-olmadan-ucret-alimi-tmonz-digital-media-vodafone
94,https://www.sikayetvar.com/surat-kargo/surat-kargo-kargo-gelmiyor-lutfen-biri-ilgilensin
95,https://www.sikayetvar.com/surat-kargo/surat-kargo-kargo-ilgisiz-ve-yavas
96,https://www.sikayetvar.com/ankara-bilkent-sehir-hastanesi/ankara-bilkent-sehir-hastanesi-mr-sonucu-rapor-edilmiyor
97,https://www.sikayetvar.com/techglow/techglow-iade-yapmiyorlar-ve-haftalardir-bekliyoruz
98,https://www.sikayetvar.com/yapi-kredi-bankasi/yapi-kredi-bankasi-yillik-kart-ucreti-hk-7
99,https://www.sikayetvar.com/ciceksepeti/cicek-sepeti-hayaller-hayatlar-6
100,https://www.sikayetvar.com/rumeli-wifi/rumeli-wifi-silkeyim-boyle-interneti
101,https://www.sikayetvar.com/is-bankasi/is-bankasi-odeme-hiz-istanbul-izinsiz-banka-hesabimdan-para-cekimi-gerceklestirdi
102,https://www.sikayetvar.com/uludag-turizm/uludag-turizm-uludag-sorumsuz-dikkatsiz-muavin-calistirmasi
103,https://www.sikayetvar.com/akbank/akbank-maas-musterisi-magduriyet-1
104,https://www.sikayetvar.com/ajet-anadolu-jet/ajet-anadolu-jet-ucus-iptali-ve-uzun-bekleme-suresi-magduriyeti
105,https://www.sikayetvar.com/rivaistanbul/rivaistanbul-siparis-gecikmesi-ve-iletisim-eksikligi
106,https://www.sikayetvar.com/surat-kargo/surat-kargo-adana-aktarmada-kargom-teslim-edilmiyor
107,https://www.sikayetvar.com/vodafone/vodafone-iki-tane-sikinti
108,https://www.sikayetvar.com/migros/migros-keyfi-uygulama-sorunlari
109,https://www.sikayetvar.com/yamaha-motosiklet/yamaha-motosiklet-r25-kesiciye-giriyor
110,https://www.sikayetvar.com/turk-telekom/turk-telekom-magduru-oldum-umarim-duzeltirler
111,https://www.sikayetvar.com/garanti-bbva/garanti-bankasi-yillik-kart-aidati-371
112,https://www.sikayetvar.com/facebook/facebook-haksiz-para-kesintisi
113,https://www.sikayetvar.com/bankacilik-duzenleme-ve-denetleme-kurumu/bankacilik-duzenleme-ve-denetleme-kurumu-maasimin-tamaminin-kesilmesiyle-magduriyet-yasiyorum
114,https://www.sikayetvar.com/ecce-kozmetik/ecce-kozmetik-cecemed-sitesinden-aldigim-urunler-gelmiyor
115,https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-bankamatik-para-yatirma-sorunu-ve-eksi-bakiye-faizi
116,https://www.sikayetvar.com/zkids/zkids-bursa-bebek-odasi-mobilya
117,https://www.sikayetvar.com/hepsiburada/hepsiburada-arcelik-kurutma-makinesi-teslimati
118,https://www.sikayetvar.com/vfs-global/vfs-global-randevu-alamiyorum-surekli-hata-veriyor-2
119,https://www.sikayetvar.com/atmaca-spor-magazasi/atmaca-spor-magazasi-atmaca-siparisimi-gondermiyor
120,https://www.sikayetvar.com/is-bankasi/is-bankasi-mobil-uygulamasi-uyarisi
121,https://www.sikayetvar.com/exxen/exxen-uyelik-iptali-yapamiyorum-169
122,https://www.sikayetvar.com/turk-telekom/turk-telekom-2-defa-kesilen-fatura-1
123,https://www.sikayetvar.com/turk-telekom/ttnet-ve-uedas
124,https://www.sikayetvar.com/dolap/dolap-hesabi-kullanima-kapatildi
125,https://www.sikayetvar.com/opia-beauty-lounge/opia-beauty-lounge-insanlari-magdur-ediyor
126,https://www.sikayetvar.com/ebebek/ebebek-leke-cikarici-sorunu
127,https://www.sikayetvar.com/garanti-bbva/garanti-bankasi-kredi-karti-yillik-ucreti-114
128,https://www.sikayetvar.com/101-okey-yalla/101-okey-yalla-oyunu-kazanmak-icin
129,https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-haksiz-ucret-bedelinin-alinmasi
130,https://www.sikayetvar.com/adidas/adidas-ayakkabi-alisverisinde-hayal-kirikligi
131,https://www.sikayetvar.com/karun-avm/karun-avm-sicak-limonata-servis-edilmesi
132,https://www.sikayetvar.com/tsunbul-hukuk-sms/tsunbul-hukuk-sms-sahte-hukuk-burosu-1
133,https://www.sikayetvar.com/amazon/amazondan-satici-iptali-magduriyeti
134,https://www.sikayetvar.com/saglik-bakanligi/saglik-bakanligi-marmara-silivri-kapali-ceza-infaz-kurumu
135,https://www.sikayetvar.com/qnb-finansbank/qnb-finansbank-banka-tarafindan-kesilen-2-fatura
136,https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasinin-zorunlu-tuttugu-konut-sigortasi
137,https://www.sikayetvar.com/vodafone/vodafone-tarife-degistirme-hatasi-2
138,https://www.sikayetvar.com/thy/thy-iptal-ettigi-yurt-disi-seferinin-yerine-yeni-bilet-aldirtmiyor
139,https://www.sikayetvar.com/vakifbank/vakifbanktan-ek-ucret-soku-kazandiran-tarife-magduriyeti
140,https://www.sikayetvar.com/modakasmir/modakasmir-siparisim-uzun-zaman-oldu-hala-bana-ulasmadi
141,https://www.sikayetvar.com/millenicom/yalandan-ibaret-olan-firma-millenicom
142,https://www.sikayetvar.com/weplay/weplay-premium-sohbet-odasi-acilmadi
143,https://www.sikayetvar.com/aras-kargo/aras-kargo-trendyol-siparisimi-kaybetti-urun-teslim-edildi-gorunuyor
144,https://www.sikayetvar.com/aras-kargo/aras-kargo-soguk-zincir-urunu-2-gun-aracta-dolastirdi
145,https://www.sikayetvar.com/zwilling/zwilling-yedek-parca-bulunamiyor-buhar-dugmesi-sorunu
146,https://www.sikayetvar.com/vodafone/vodafone-gb-avi-servis-aboneligi-iptali-ve-guncel-tutarimin-duzeltilmesi
147,https://www.sikayetvar.com/lbank/lbank-authenticator-sorunu-yasiyorum
148,https://www.sikayetvar.com/turk-telekom/turk-telekom-telefonla-1-dakika-uye-ol-uyelikten-cikmak-icin-ayaklarina-git
149,https://www.sikayetvar.com/baby-face-generator/baby-face-generator-bilgilendirme-yapmadan-odeme-talep-ediyor
150,https://www.sikayetvar.com/ptt-kargo/ptt-kargo-pttavmcom-yanlis-teslimat-magduriyeti
151,https://www.sikayetvar.com/turk-telekom/turk-telekom-altyapi-sorunu-halledin-artik
152,https://www.sikayetvar.com/vodafone/vodafone-faturasiza-gecis-vergisi-adi-altinda-borc-cikartiyor
153,https://www.sikayetvar.com/trendyol/trendyol-kirik-urunler-ve-eksik-iade-sorunu
154,https://www.sikayetvar.com/param-saglam-paramsaglamcom/param-saglam-paramsaglamcom-maddi-kayip-ve-kotu-muamele-sikayeti
155,https://www.sikayetvar.com/is-bankasi/is-bankasi-musteri-memnuniyetsizligi-mobil-bankacilik
156,https://www.sikayetvar.com/vodafone-pay/vodafone-pay-aninda-bakiye-sorunu-3
157,https://www.sikayetvar.com/yunus-market/mamak-dereboyu-yunus-market-zorla-calistirilan-eleman
158,https://www.sikayetvar.com/vodafone/vodafone-tarife-ucretlerim-hicbir-zaman-anlastigimiz-tutar-olmadi
159,https://www.sikayetvar.com/yapi-kredi-bankasi/yapi-kredi-esnek-hesap-faizi-3
160,https://www.sikayetvar.com/zara/zara-kargo-bilgisi-bulunmamasi-ve-urunun-teslim-edilmis-gorunmesi
161,https://www.sikayetvar.com/kosgeb/kosgeb-deprem-kredisi-basvurusu-tekrar-acilacak-mi
162,https://www.sikayetvar.com/uber/uber-taksimetre-tutarindan-fazla-odeme
163,https://www.sikayetvar.com/yapi-kredi-bankasi/yapi-kredi-sifir-limitli-kredi-karti
164,https://www.sikayetvar.com/topkapi-fatih-veteriner/topkapi-fatih-veteriner-kedileri-karistirip-yanlis-islem-uygulandi
165,https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-hesap-karti-fotokopisi-alma
166,https://www.sikayetvar.com/yapi-kredi-bankasi/yapi-kredi-worldcard-yillik-uyelik-ucreti-iadesini-talep-ediyorum
167,https://www.sikayetvar.com/zaferbet/zaferbet-turnuva-kazancimi-eklemedi-1
168,https://www.sikayetvar.com/everaracom/everaracom-everara-urunu-gondermiyor
169,https://www.sikayetvar.com/zaferbet/zaferbet-bonus-konusunda-cok-kuralci-1
170,https://www.sikayetvar.com/burdur-belediyesi/burdur-belediyesi-refuj-sulamasi-yollari-islatiyor
171,https://www.sikayetvar.com/n11/n11-satici-destek-birimi-ikinci-kullanici-hesabi-acmiyor
172,https://www.sikayetvar.com/gdz-elektrik-dagitim/gdz-elektrik-dagitim-yanlis-daireye-elektrik-bagliyorsunuz
173,https://www.sikayetvar.com/is-bankasi/is-bankasi-odenmis-kredi-kartim-neden-hala-kullanima-kapali
174,https://www.sikayetvar.com/surat-kargo/surat-kargo-3-aylik-bekleyis-kayip-kargo-ve-iade-sorunu
175,https://www.sikayetvar.com/mugla-buyuksehir-belediyesi/mugla-buyuksehir-belediyesi-bodrumturgutreis-dolmus-cok-gec-harekete-gecti
176,https://www.sikayetvar.com/nigde-vip-turizm/nigde-vip-turizm-gece-yolculugunda-yasanan-sorun-ve-ilgisizlik
177,https://www.sikayetvar.com/modamasiva/modamasiva-ogy-grup-isimli-sirket
178,https://www.sikayetvar.com/mng-kargo/mng-kargo-subede-kimlik-gormeden-yabanciya-teslimat-kayip-110000tl
179,https://www.sikayetvar.com/tsunbul-hukuk-sms/tsunbul-hukuk-sms-sikayetvar-hukuksal-hukuk-burosu-oldugunu
180,https://www.sikayetvar.com/trisiss/trisisscom-uzerinden-baska-kisilerin-hesabimdan-alisveris-yapmasi
181,https://www.sikayetvar.com/ender-magazalari/ender-magazalari-trisisscom-uzerinden-baska-kisilerin-hesabimdan-alisveris-yapmasi
182,https://www.sikayetvar.com/ajet-anadolu-jet/ajet-anadolu-jet-3062024-saat-6-40-da-sabiha-gokcen-havalimani-diyarbakir-ucusu
183,https://www.sikayetvar.com/xiaomi/xiaomi-markasinin-destek-vermemesi
184,https://www.sikayetvar.com/osym/osym-bina-sorumlusu-gorev-ucreti-yatirilmadi
185,https://www.sikayetvar.com/vodafone-net/her-zamanki-gibi-vodafone-net-in-pazarda-limon-satmasi-mevzusu
186,https://www.sikayetvar.com/ajet-anadolu-jet/ajet-2-temmuz-ucusu
187,https://www.sikayetvar.com/garanti-bbva/garanti-bankasi-atmsi-parami-alikoydu-5
188,https://www.sikayetvar.com/istikbal/istikbal-mitra-koltuk-takimi-3-ayinda-kumasi-deforme-oldu
189,https://www.sikayetvar.com/saglik-bakanligi/saglik-bakanligi-marmara-kapali-infaz-kurumu
190,https://www.sikayetvar.com/getcontact/getcontact-banka-hesaplarina-ulasiyorlar
191,https://www.sikayetvar.com/yeni-yuzyil-universitesi-gaziosmanpasa-hastanesi/yeni-yuzyil-universitesi-gaziosmanpasa-hastanesi-yenidogan-ucret-talebi
192,https://www.sikayetvar.com/akbank/akbank-a-ulasamiyorum-musterisi-olmadigim-icin-kendilerinden-yardimci
193,https://www.sikayetvar.com/akbank/akbank-araba-kiralama-surecinde-yasanan-buyuk-magduriyet
194,https://www.sikayetvar.com/turk-telekom/turk-telekom-haksiz-ucretlendirme-ve-magduriyet-talebi
195,https://www.sikayetvar.com/turk-telekom/turk-telekom-3-aylik-hediyem-olmasina-ragmen-kullanamiyorum
196,https://www.sikayetvar.com/erdem-hastanesi/erdem-hastanesinde-yaniltici-ucretlendirme-ve-hizmet-sorunu
197,https://www.sikayetvar.com/stradivarius/stradivarius-siparisim-teslim-edilmeden-iptal-edildi
198,https://www.sikayetvar.com/dolap/dolap-sikayete-kayitsiz-kaliyor-1
199,https://www.sikayetvar.com/bercislina-guzellik-merkezi/bercislina-guzellik-merkezi-dikkat-cok-dikkat
200,https://www.sikayetvar.com/yildiz-egitim-kurumu-burs/yildiz-egitim-kurumu-burs-burs-basvurusunda-yasanan-sorunlar-ve-bilgi-guvenligi-endiseleri
201,https://www.sikayetvar.com/fora-sailing/fora-sailing-rezervasyonumu-iptal-etmiyorlar
202,https://www.sikayetvar.com/kelebek-mobilya/kelebek-mobilya-kelebek-diyarbakir-urfa-yolu-magazasi
203,https://www.sikayetvar.com/ptt-kargo/ptt-kargo-urunleri-zamaninda-teslim-etmiyor-4
204,https://www.sikayetvar.com/selin-shoes/selin-shoes-para-iadesinin-yapilmamasi-2
205,https://www.sikayetvar.com/digiturk/digiturk-haksiz-musteri-kazanci-1
206,https://www.sikayetvar.com/devecioglushop/devecioglushop-devecioglushop-dan-alisveris-yaptim-odeme-yaptigim-halde-beklemede
207,https://www.sikayetvar.com/getir/getirden-siparis-ettigim-yumurtalar-kuflu-bozuk-ve-icinden-civcivli
